author,year,N,n_exp,n_ctrl,analysis_n,design_family,region,country,income_status,outcome_name,outcome_type,cognitive_outcome,mental_health_outcome,brain_outcome,behavioral_outcome,predictor_category,d_computed,d_se,transformed_effect_type,original_effect_size,effect_size_type_orig,es_pool,conversion_method,effect_size_SE,QC_flag,analysis_family
Sun,2025,8015.0,,,1,observational,Asia,Thailand,upper-middle income,memory score,continuous,yes,no,no,no,environmental,-0.7766756204804073,0.4543087895491575,Cohen's d,-0.362,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.184,,d_from_std_beta
Sun,2025,8015.0,,,2,observational,Asia,Thailand,upper-middle income,memory score,continuous,yes,no,no,no,environmental,-1.2898949911885973,0.49873165417288773,Cohen's d,-0.542,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.148,,d_from_std_beta
Sun,2025,8015.0,,,3,observational,Asia,Thailand,upper-middle income,memory score,continuous,yes,no,no,no,environmental,0.18883612912588646,0.579665895190365,Cohen's d,0.094,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.286,,d_from_std_beta
Sun,2025,5425.0,,,4,observational,Asia,Thailand,upper-middle income,calculation score,continuous,yes,no,no,no,environmental,0.3659776557130101,0.3992452952636071,Cohen's d,0.18,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.19,,d_from_std_beta
Sun,2025,5425.0,,,5,observational,Asia,Thailand,upper-middle income,calculation score,continuous,yes,no,no,no,environmental,0.6335833198450236,0.5979021973001128,Cohen's d,0.302,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.259,,d_from_std_beta
Sun,2025,5425.0,,,6,observational,Asia,Thailand,upper-middle income,calculation score,continuous,yes,no,no,no,environmental,0.7182731702949687,0.48462990635801106,Cohen's d,0.338,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.202,,d_from_std_beta
Sun,2025,6616.0,,,7,observational,Asia,Thailand,upper-middle income,orientation to time score,continuous,yes,no,no,no,environmental,-0.21727084017939854,0.24833212462277243,Cohen's d,-0.108,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.122,,d_from_std_beta
Sun,2025,6616.0,,,8,observational,Asia,Thailand,upper-middle income,orientation to time score,continuous,yes,no,no,no,environmental,-0.5563519600078055,0.24155067155641652,Cohen's d,-0.268,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.108,,d_from_std_beta
Sun,2025,6616.0,,,9,observational,Asia,Thailand,upper-middle income,orientation to time score,continuous,yes,no,no,no,environmental,-0.8015231271261262,0.4476230004176966,Cohen's d,-0.372,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.179,,d_from_std_beta
Sun,2025,8015.0,,,10,quasi-experimental,Asia,Thailand,upper-middle income,memory score,continuous,yes,no,no,no,environmental,-0.6637925705561922,0.39769893735968165,Cohen's d,-0.315,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.17,,d_from_std_beta
Sun,2025,8015.0,,,11,quasi-experimental,Asia,Thailand,upper-middle income,memory score,continuous,yes,no,no,no,environmental,1.0972709054040728,1.1515375299752701,Cohen's d,0.481,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.388,,d_from_std_beta
Sun,2025,8015.0,,,12,quasi-experimental,Asia,Thailand,upper-middle income,memory score,continuous,yes,no,no,no,environmental,-1.7904653177306755,1.117049003710843,Cohen's d,-0.667,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.231,,d_from_std_beta
Sun,2025,8015.0,,,14,quasi-experimental,Asia,Thailand,upper-middle income,memory score,continuous,yes,no,no,no,environmental,-0.2972289490365522,0.5331888120840694,Cohen's d,-0.147,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.258,,d_from_std_beta
Sun,2025,8015.0,,,16,quasi-experimental,Asia,Thailand,upper-middle income,memory score,continuous,yes,no,no,no,other,-1.4729214829451784,2.122386540633267,Cohen's d,-0.593,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.554,,d_from_std_beta
Sun,2025,5425.0,,,17,quasi-experimental,Asia,Thailand,upper-middle income,calculation score,continuous,yes,no,no,no,environmental,0.730303571597872,0.5308729575757138,Cohen's d,0.343,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.22,,d_from_std_beta
Sun,2025,5425.0,,,18,quasi-experimental,Asia,Thailand,upper-middle income,calculation score,continuous,yes,no,no,no,environmental,-0.6451548404652957,0.6102004321318112,Cohen's d,-0.307,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.263,,d_from_std_beta
Sun,2025,5425.0,,,19,quasi-experimental,Asia,Thailand,upper-middle income,calculation score,continuous,yes,no,no,no,environmental,0.796528209922106,0.6460082805532086,Cohen's d,0.37,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.259,,d_from_std_beta
Sun,2025,5425.0,,,20,quasi-experimental,Asia,Thailand,upper-middle income,calculation score,continuous,yes,no,no,no,environmental,0.06002701823867952,0.7029487672831052,Cohen's d,0.03,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.351,,d_from_std_beta
Sun,2025,5425.0,,,21,quasi-experimental,Asia,Thailand,upper-middle income,calculation score,continuous,yes,no,no,no,environmental,0.5833333333333334,0.5741825810185186,Cohen's d,0.28,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.254,,d_from_std_beta
Sun,2025,5425.0,,,22,quasi-experimental,Asia,Thailand,upper-middle income,calculation score,continuous,yes,no,no,no,environmental,3.0591943838142304,3.942642298664526,Cohen's d,0.837,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.323,,d_from_std_beta
Sun,2025,5425.0,,,23,quasi-experimental,Asia,Thailand,upper-middle income,calculation score,continuous,yes,no,no,no,other,-0.24583637304948064,0.7793345176812674,Cohen's d,-0.122,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.381,,d_from_std_beta
Sun,2025,6616.0,,,24,quasi-experimental,Asia,Thailand,upper-middle income,orientation to time score,continuous,yes,no,no,no,environmental,-0.35548570128331786,0.22212535668288005,Cohen's d,-0.175,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.106,,d_from_std_beta
Sun,2025,6616.0,,,25,quasi-experimental,Asia,Thailand,upper-middle income,orientation to time score,continuous,yes,no,no,no,environmental,0.6174795357140654,0.39433934837846385,Cohen's d,0.295,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.172,,d_from_std_beta
Sun,2025,6616.0,,,26,quasi-experimental,Asia,Thailand,upper-middle income,orientation to time score,continuous,yes,no,no,no,environmental,-0.7915461238101565,0.2537613078443753,Cohen's d,-0.368,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.102,,d_from_std_beta
Sun,2025,6616.0,,,27,quasi-experimental,Asia,Thailand,upper-middle income,orientation to time score,continuous,yes,no,no,no,environmental,-0.012000216005832176,0.44402397707896535,Cohen's d,-0.006,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.222,,d_from_std_beta
Sun,2025,6616.0,,,28,quasi-experimental,Asia,Thailand,upper-middle income,orientation to time score,continuous,yes,no,no,no,environmental,-0.8445159746706129,0.41696770194265687,Cohen's d,-0.389,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.163,,d_from_std_beta
Sun,2025,6616.0,,,29,quasi-experimental,Asia,Thailand,upper-middle income,orientation to time score,continuous,yes,no,no,no,environmental,-0.4488970390250623,0.719108385756725,Cohen's d,-0.219,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.334,,d_from_std_beta
Sun,2025,6616.0,,,30,quasi-experimental,Asia,Thailand,upper-middle income,orientation to time score,continuous,yes,no,no,no,other,-0.2724945242911008,0.688742446928749,Cohen's d,-0.135,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.335,,d_from_std_beta
Sun,2025,10051.0,,,31,quasi-experimental,Asia,Thailand,upper-middle income,depressive symptoms,binary,no,yes,no,no,environmental,-0.010000125002343799,0.03800142504453255,Cohen's d,-0.005,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.019,,d_from_std_beta
Sun,2025,10051.0,,,32,quasi-experimental,Asia,Thailand,upper-middle income,depressive symptoms,binary,no,yes,no,no,environmental,0.010000125002343799,0.06200232507265837,Cohen's d,0.005,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.031,,d_from_std_beta
Sun,2025,10051.0,,,33,quasi-experimental,Asia,Thailand,upper-middle income,depressive symptoms,binary,no,yes,no,no,environmental,0.03800686085763309,0.05002708722274148,Cohen's d,0.019,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.025,,d_from_std_beta
Sun,2025,10051.0,,,34,quasi-experimental,Asia,Thailand,upper-middle income,depressive symptoms,binary,no,yes,no,no,environmental,-0.16253407046886667,0.08281367247080358,Cohen's d,-0.081,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.041,,d_from_std_beta
Sun,2025,10051.0,,,35,quasi-experimental,Asia,Thailand,upper-middle income,depressive symptoms,binary,no,yes,no,no,environmental,-0.02200133112080043,0.04800871331787604,Cohen's d,-0.011,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.024,,d_from_std_beta
Sun,2025,10051.0,,,36,quasi-experimental,Asia,Thailand,upper-middle income,depressive symptoms,binary,no,yes,no,no,environmental,-0.1403442656943099,0.06648808831721473,Cohen's d,-0.07,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.033,,d_from_std_beta
Sun,2025,1447.0,,,37,quasi-experimental,Asia,Thailand,upper-middle income,diabetes severity,binary,no,no,no,no,environmental,0.5362999922679075,0.2707845735566895,Cohen's d,0.259,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.122,,d_from_std_beta
Sun,2025,1447.0,,,38,quasi-experimental,Asia,Thailand,upper-middle income,diabetes severity,binary,no,no,no,no,environmental,-0.030003375569638058,0.28009452658510353,Cohen's d,-0.015,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.14,,d_from_std_beta
Sun,2025,1447.0,,,39,quasi-experimental,Asia,Thailand,upper-middle income,diabetes severity,binary,no,no,no,no,environmental,0.6825873909780744,0.22650534739069517,Cohen's d,0.323,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.096,,d_from_std_beta
Sun,2025,1447.0,,,40,quasi-experimental,Asia,Thailand,upper-middle income,diabetes severity,binary,no,no,no,no,environmental,-0.3137923468269667,0.16179554475303626,Cohen's d,-0.155,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.078,,d_from_std_beta
Sun,2025,1447.0,,,41,quasi-experimental,Asia,Thailand,upper-middle income,diabetes severity,binary,no,no,no,no,environmental,0.8599284157645587,0.2785860577715905,Cohen's d,0.395,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.108,,d_from_std_beta
Sun,2025,7890.0,,,42,quasi-experimental,Asia,Thailand,upper-middle income,sleep duration (hours),continuous,no,no,no,no,environmental,-0.1443747054859272,0.18140880510306331,Cohen's d,-0.072,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.09,,d_from_std_beta
Sun,2025,7890.0,,,43,quasi-experimental,Asia,Thailand,upper-middle income,sleep duration (hours),continuous,no,no,no,no,environmental,-0.16859585914731046,0.21426376260435187,Cohen's d,-0.084,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.106,,d_from_std_beta
Sun,2025,7890.0,,,44,quasi-experimental,Asia,Thailand,upper-middle income,sleep duration (hours),continuous,no,no,no,no,environmental,-0.26633046715426273,0.1581144249130041,Cohen's d,-0.132,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.077,,d_from_std_beta
Sun,2025,7890.0,,,45,quasi-experimental,Asia,Thailand,upper-middle income,sleep duration (hours),continuous,no,no,no,no,environmental,0.10815780921273704,0.27922041934596936,Cohen's d,0.054,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.139,,d_from_std_beta
Sun,2025,7890.0,,,46,quasi-experimental,Asia,Thailand,upper-middle income,sleep duration (hours),continuous,no,no,no,no,environmental,-0.3933963403380198,0.21383579315960954,Cohen's d,-0.193,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.101,,d_from_std_beta
Sun,2025,7890.0,,,47,quasi-experimental,Asia,Thailand,upper-middle income,sleep duration (hours),continuous,no,no,no,no,environmental,-0.19694802612375376,0.2942284618614345,Cohen's d,-0.098,standardized coefficient,d_from_std_beta,std_beta_as_r_to_d: d=2r/sqrt(1-r2),0.145,,d_from_std_beta
Malboeuf-Hurtubise,2025,238.0,169.0,69.0,1,RCT_cluster,Europe,United Kingdom,high income,global eco-anxiety,continuous,no,yes,no,no,other,0.240185502539708,0.0657485833254774,Cohen's d,0.240185502539708,"Cohen's d_z (within, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.0657485833254774,,d_converted
Malboeuf-Hurtubise,2025,238.0,169.0,69.0,2,RCT_cluster,Europe,United Kingdom,high income,global eco-anxiety,continuous,no,yes,no,no,other,0.308068332107074,0.143559381246034,Cohen's d,0.308068332107074,"Cohen's d (interaction, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.143559381246034,,d_converted
Malboeuf-Hurtubise,2025,238.0,169.0,69.0,3,RCT_cluster,Europe,United Kingdom,high income,rumination eco-anxiety,continuous,no,yes,no,no,other,0.167658115513324,0.0652742959000463,Cohen's d,0.167658115513324,"Cohen's d_z (within, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.0652742959000463,,d_converted
Malboeuf-Hurtubise,2025,238.0,169.0,69.0,4,RCT_cluster,Europe,United Kingdom,high income,rumination eco-anxiety,continuous,no,yes,no,no,other,0.147086736960516,0.143022250135982,Cohen's d,0.147086736960516,"Cohen's d (interaction, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.143022250135982,,d_converted
Malboeuf-Hurtubise,2025,238.0,169.0,69.0,5,RCT_cluster,Europe,United Kingdom,high income,affective eco-anxiety,continuous,no,yes,no,no,other,0.0204980015422697,0.064827180860288,Cohen's d,0.0204980015422697,"Cohen's d_z (within, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.064827180860288,,d_converted
Malboeuf-Hurtubise,2025,238.0,169.0,69.0,6,RCT_cluster,Europe,United Kingdom,high income,affective eco-anxiety,continuous,no,yes,no,no,other,0.19640452209786,0.143146612773331,Cohen's d,0.19640452209786,"Cohen's d (interaction, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.143146612773331,,d_converted
Malboeuf-Hurtubise,2025,238.0,169.0,69.0,7,RCT_cluster,Europe,United Kingdom,high income,behavioral eco-anxiety,continuous,no,yes,no,yes,other,0.0204980015422697,0.064827180860288,Cohen's d,0.0204980015422697,"Cohen's d_z (within, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.064827180860288,,d_converted
Malboeuf-Hurtubise,2025,238.0,169.0,69.0,8,RCT_cluster,Europe,United Kingdom,high income,behavioral eco-anxiety,continuous,no,yes,no,yes,other,0.224072280594443,0.143231955900136,Cohen's d,0.224072280594443,"Cohen's d (interaction, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.143231955900136,,d_converted
Malboeuf-Hurtubise,2025,238.0,169.0,69.0,9,RCT_cluster,Europe,United Kingdom,high income,personal impact on planet,continuous,no,yes,no,no,other,1.06692048800794,0.0811979546008878,Cohen's d,1.06692048800794,"Cohen's d_z (within, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.0811979546008878,,d_converted
Malboeuf-Hurtubise,2025,238.0,169.0,69.0,10,RCT_cluster,Europe,United Kingdom,high income,personal impact on planet,continuous,no,yes,no,no,other,0.131713425202318,0.142990767745356,Cohen's d,0.131713425202318,"Cohen's d (interaction, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.142990767745356,,d_converted
Malboeuf-Hurtubise,2025,238.0,169.0,69.0,11,RCT_cluster,Europe,United Kingdom,high income,intolerance to distress,continuous,no,yes,no,no,other,0.181612756372758,0.0653526823865739,Cohen's d,0.181612756372758,"Cohen's d_z (within, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.0653526823865739,,d_converted
Malboeuf-Hurtubise,2025,238.0,169.0,69.0,12,RCT_cluster,Europe,United Kingdom,high income,intolerance to distress,continuous,no,yes,no,no,other,0.19588424430419,0.143145115071332,Cohen's d,0.19588424430419,"Cohen's d (interaction, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.143145115071332,,d_converted
Malboeuf-Hurtubise,2025,238.0,169.0,69.0,13,RCT_cluster,Europe,United Kingdom,high income,anxiety,continuous,no,yes,no,no,other,0.0741903071881514,0.0649095071709675,Cohen's d,0.0741903071881514,"Cohen's d_z (within, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.0649095071709675,,d_converted
Malboeuf-Hurtubise,2025,238.0,169.0,69.0,14,RCT_cluster,Europe,United Kingdom,high income,anxiety,continuous,no,yes,no,no,other,0.170839621114945,0.143077702255104,Cohen's d,0.170839621114945,"Cohen's d (interaction, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.143077702255104,,d_converted
Malboeuf-Hurtubise,2025,238.0,169.0,69.0,15,RCT_cluster,Europe,United Kingdom,high income,depression,continuous,no,yes,no,no,other,0.0040996003084539,0.06482064470915,Cohen's d,0.0040996003084539,"Cohen's d_z (within, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.06482064470915,,d_converted
Malboeuf-Hurtubise,2025,238.0,169.0,69.0,16,RCT_cluster,Europe,United Kingdom,high income,depression,continuous,no,yes,no,no,other,0.110661411665952,0.142953279668854,Cohen's d,0.110661411665952,"Cohen's d (interaction, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.142953279668854,,d_converted
Malboeuf-Hurtubise,2025,238.0,169.0,69.0,17,RCT_cluster,Europe,United Kingdom,high income,hope,continuous,no,yes,no,no,other,0.212132034355964,0.0655455451376747,Cohen's d,0.212132034355964,"Cohen's d_z (within, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.0655455451376747,,d_converted
Malboeuf-Hurtubise,2025,238.0,169.0,69.0,18,RCT_cluster,Europe,United Kingdom,high income,hope,continuous,no,yes,no,no,other,0.204549070988673,0.143170573874542,Cohen's d,0.204549070988673,"Cohen's d (interaction, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.143170573874542,,d_converted
Malboeuf-Hurtubise,2025,238.0,169.0,69.0,19,RCT_cluster,Europe,United Kingdom,high income,"global eco-anxiety (sensitivity, abi only)",continuous,no,yes,no,no,other,0.51430776534004,0.144795068523144,Cohen's d,0.51430776534004,Cohen's d (from t-statistic),d_converted,d_derived_from_t-statistic),0.144795068523144,,d_converted
Colombo,2025,43.0,,,5,RCT,Europe,France,high income,response time (incongruency),continuous,yes,no,no,no,other,0.489660537373051,0.161380938972029,Cohen's d,0.489660537373051,"Cohen's d_z (within, from F via eta squared)",d_converted,d_derived_from_eta_squared),0.161380938972029,,d_converted
Colombo,2025,44.0,23.0,21.0,11,RCT,Europe,France,high income,observing (mindfulness),continuous,no,yes,no,no,policy/intervention,0.703239258393226,0.168365992522292,Cohen's d,0.703239258393226,"Cohen's d_z (within, from F via eta squared)",d_converted,d_derived_from_eta_squared),0.168365992522292,,d_converted
Eweida,2025,140.0,70.0,70.0,1,RCT,Africa,Egypt,lower-middle income,climate change perception - reality,continuous,yes,no,no,no,other,0.029,0.245762711864407,Cohen's d,0.029,Cohen d,d_direct,d_direct,0.245762711864407,,d_direct
Eweida,2025,140.0,70.0,70.0,2,RCT,Africa,Egypt,lower-middle income,climate change perception - reality,continuous,yes,no,no,no,other,0.106,0.241457858769932,Cohen's d,0.106,Cohen d,d_direct,d_direct,0.241457858769932,,d_direct
Eweida,2025,140.0,70.0,70.0,3,RCT,Africa,Egypt,lower-middle income,climate change perception - reality,continuous,yes,no,no,no,other,0.016,0.238805970149254,Cohen's d,0.016,Cohen d,d_direct,d_direct,0.238805970149254,,d_direct
Eweida,2025,140.0,70.0,70.0,5,RCT,Africa,Egypt,lower-middle income,climate change perception - reality,continuous,yes,no,no,no,policy/intervention,0.0398210281850467,0.0845489231638302,Cohen's d,0.0398210281850467,"Cohen's d_z (within, from F via eta squared)",d_converted,d_derived_from_eta_squared),0.0845489231638302,,d_converted
Eweida,2025,140.0,70.0,70.0,6,RCT,Africa,Egypt,lower-middle income,climate change perception - causes,continuous,yes,no,no,no,other,0.08774,0.24202626641651,Cohen's d,0.08774,Cohen d,d_direct,d_direct,0.24202626641651,,d_direct
Eweida,2025,140.0,70.0,70.0,7,RCT,Africa,Egypt,lower-middle income,climate change perception - causes,continuous,yes,no,no,no,other,1.516456,0.24249860568879,Cohen's d,1.516456,Cohen d,d_direct,d_direct,0.24249860568879,,d_direct
Eweida,2025,140.0,70.0,70.0,11,RCT,Africa,Egypt,lower-middle income,climate change perception - valence of consequences,continuous,yes,no,no,no,other,0.076921,0.241758241758242,Cohen's d,0.076921,Cohen d,d_direct,d_direct,0.241758241758242,,d_direct
Eweida,2025,140.0,70.0,70.0,12,RCT,Africa,Egypt,lower-middle income,climate change perception - valence of consequences,continuous,yes,no,no,no,other,1.182295,0.242601858470336,Cohen's d,1.182295,Cohen d,d_direct,d_direct,0.242601858470336,,d_direct
Eweida,2025,140.0,70.0,70.0,16,RCT,Africa,Egypt,lower-middle income,climate change perception - spatial distance,continuous,yes,no,no,no,other,0.011,0.25,Cohen's d,0.011,Cohen d,d_direct,d_direct,0.25,,d_direct
Eweida,2025,140.0,70.0,70.0,17,RCT,Africa,Egypt,lower-middle income,climate change perception - spatial distance,continuous,yes,no,no,no,other,0.346,0.0002428070175438,Cohen's d,0.346,Cohen d,d_direct,d_direct,0.0002428070175438,,d_direct
Eweida,2025,140.0,70.0,70.0,18,RCT,Africa,Egypt,lower-middle income,climate change perception - spatial distance,continuous,yes,no,no,no,other,0.409,0.0002427299703264,Cohen's d,0.409,Cohen d,d_direct,d_direct,0.0002427299703264,,d_direct
Eweida,2025,140.0,70.0,70.0,20,RCT,Africa,Egypt,lower-middle income,climate change perception - spatial distance,continuous,yes,no,no,no,policy/intervention,2.94715359045203,0.195354204731105,Cohen's d,2.94715359045203,"Cohen's d_z (within, from F via eta squared)",d_converted,d_derived_from_eta_squared),0.195354204731105,,d_converted
Eweida,2025,140.0,70.0,70.0,21,RCT,Africa,Egypt,lower-middle income,climate change perception - temporal distance,continuous,yes,no,no,no,other,0.075,0.241935483870968,Cohen's d,0.075,Cohen d,d_direct,d_direct,0.241935483870968,,d_direct
Eweida,2025,140.0,70.0,70.0,22,RCT,Africa,Egypt,lower-middle income,climate change perception - temporal distance,continuous,yes,no,no,no,other,0.804,0.0002426071213035,Cohen's d,0.804,Cohen d,d_direct,d_direct,0.0002426071213035,,d_direct
Eweida,2025,140.0,70.0,70.0,25,RCT,Africa,Egypt,lower-middle income,climate change perception - temporal distance,continuous,yes,no,no,no,policy/intervention,6.63109557851706,0.40519584581951,Cohen's d,6.63109557851706,"Cohen's d_z (within, from F via eta squared)",d_converted,d_derived_from_eta_squared),0.40519584581951,,d_converted
Eweida,2025,140.0,70.0,70.0,26,RCT,Africa,Egypt,lower-middle income,climate change perception - total,continuous,yes,no,no,no,other,0.048535,0.24390243902439,Cohen's d,0.048535,Cohen d,d_direct,d_direct,0.24390243902439,,d_direct
Eweida,2025,140.0,70.0,70.0,31,RCT,Africa,Egypt,lower-middle income,climate change anxiety - cognitive impairment,continuous,yes,yes,no,no,other,0.06327,0.24234693877551,Cohen's d,0.06327,Cohen d,d_direct,d_direct,0.24234693877551,,d_direct
Eweida,2025,140.0,70.0,70.0,32,RCT,Africa,Egypt,lower-middle income,climate change anxiety - cognitive impairment,continuous,yes,yes,no,no,other,-0.981147,0.24257167680278,Cohen's d,-0.981147,Cohen d,d_direct,d_direct,0.24257167680278,,d_direct
Eweida,2025,140.0,70.0,70.0,36,RCT,Africa,Egypt,lower-middle income,climate change anxiety - functional impairment,continuous,no,yes,no,no,other,0.045,0.240641711229947,Cohen's d,0.045,Cohen d,d_direct,d_direct,0.240641711229947,,d_direct
Eweida,2025,140.0,70.0,70.0,37,RCT,Africa,Egypt,lower-middle income,climate change anxiety - functional impairment,continuous,no,yes,no,no,other,0.085,0.243553008595989,Cohen's d,0.085,Cohen d,d_direct,d_direct,0.243553008595989,,d_direct
Eweida,2025,140.0,70.0,70.0,38,RCT,Africa,Egypt,lower-middle income,climate change anxiety - functional impairment,continuous,no,yes,no,no,other,0.145,0.242881072026801,Cohen's d,0.145,Cohen d,d_direct,d_direct,0.242881072026801,,d_direct
Eweida,2025,140.0,70.0,70.0,40,RCT,Africa,Egypt,lower-middle income,climate change anxiety - functional impairment,continuous,no,yes,no,no,policy/intervention,0.0577556428906673,0.0845858759377904,Cohen's d,0.0577556428906673,"Cohen's d_z (within, from F via eta squared)",d_converted,d_derived_from_eta_squared),0.0845858759377904,,d_converted
Eweida,2025,140.0,70.0,70.0,41,RCT,Africa,Egypt,lower-middle income,climate change anxiety - total,continuous,no,yes,no,no,other,0.062,0.243137254901961,Cohen's d,0.062,Cohen d,d_direct,d_direct,0.243137254901961,,d_direct
Eweida,2025,140.0,70.0,70.0,42,RCT,Africa,Egypt,lower-middle income,climate change anxiety - total,continuous,no,yes,no,no,other,0.964,0.0002425767488676,Cohen's d,0.964,Cohen d,d_direct,d_direct,0.0002425767488676,,d_direct
Eweida,2025,140.0,70.0,70.0,46,RCT,Africa,Egypt,lower-middle income,environmental self-efficacy,continuous,no,no,no,yes,other,0.035398,0.242424242424242,Cohen's d,0.035398,Cohen d,d_direct,d_direct,0.242424242424242,,d_direct
Eweida,2025,140.0,70.0,70.0,47,RCT,Africa,Egypt,lower-middle income,environmental self-efficacy,continuous,no,no,no,yes,other,1.004348,0.242490718866014,Cohen's d,1.004348,Cohen d,d_direct,d_direct,0.242490718866014,,d_direct
Lindhe,2023,60.0,30.0,30.0,1,RCT,Europe,Sweden,high income,depressive symptomatology,continuous,no,yes,no,no,other,0.87,0.270408163265306,Cohen's d,0.87,Cohen's d,d_direct,d_direct,0.270408163265306,DUPLICATE: same effect size extracted by two coders (OLS and AL); retain one per study,d_direct
Lindhe,2023,60.0,30.0,30.0,2,RCT,Europe,Sweden,high income,anxiety,continuous,no,yes,no,no,other,0.39,0.260204081632653,Cohen's d,0.39,Cohen's d,d_direct,d_direct,0.260204081632653,DUPLICATE: same effect size extracted by two coders (OLS and AL); retain one per study,d_direct
